id1,cn,pinyin,vocabulary,pinyin_vocab,th,sentence_test,pinyin_sentence,translate
752,稻,dào,稻田,dào tián,นาข้าว,到了丰收的季节，稻田里一片金黄,"dào le fēng shōu de jì jié, dào tián lǐ yī piàn jīn huáng",เมื่อถึงฤดูเก็บเกี่ยว นาข้าวจะเหลืองทองไปทั่ว
753,秧,yāng,秧苗,yāng miáo,ต้นกล้าข้าว,春天，农民在田里种满了秧苗,"chūn tiān, nóng mín zài tián lǐ zhǒng mǎn le yāng miáo",ฤดูใบไม้ผลิ ชาวนาปลูกต้นกล้าเต็มทุ่งนา
754,牧,mù,放牧,fàng mù,ปล่อยเลี้ยงสัตว์,美丽的大草原是放牧的好地方,měi lì de dà cǎo yuán shì fàng mù de hǎo dì fāng,ทุ่งหญ้ากว้างใหญ่สวยงามเหมาะแก่การเลี้ยงสัตว์
755,喜,xǐ,欢喜,huān xǐ,ความดีใจ,听到老师的赞扬，他满心欢喜,"tīng dào lǎo shī de zàn yáng, tā mǎn xīn huān xǐ",เมื่อได้ยินคำชมจากครู เขาดีใจเต็มหัวใจ
756,贴,tiē,贴画,tiē huà,ภาพแปะ,手工课上，小朋友做了一个贴画,"shǒu gōng kè shàng, xiǎo péng yǒu zuò le yí gè tiē huà",ในชั่วโมงงานฝีมือ เด็ก ๆ ทำภาพปะหนึ่งชิ้น
757,梢,shāo,树梢,shù shāo,ปลายกิ่งไม้,早上，小鸟在树梢欢快地歌唱,"zǎo shàng, xiǎo niǎo zài shù shāo huān kuài dì gē chàng",ตอนเช้า นกร้องเพลงอย่างร่าเริงบนยอดไม้
758,岁,suì,年岁,nián suì,อายุ,奶奶年岁大了，走路也慢了,"nǎi nǎi nián suì dà le, zǒu lù yě màn le",คุณย่าอายุมากแล้ว เดินก็ช้าลง
759,野,yě,野花,yě huā,ดอกไม้ป่า,乡间的小路上开满了各色的野花,xiāng jiān de xiǎo lù shàng kāi mǎn le gè sè de yě huā,ถนนเล็ก ๆ ในชนบทเต็มไปด้วยดอกไม้ป่าหลากสี
760,压,yā,压力,yā lì,ความกดดัน,爸爸妈妈从来不给我太多压力,bà bà mā mā cóng lái bù gěi wǒ tài duō yā lì,พ่อแม่ไม่เคยกดดันฉันมากเกินไป
761,扑,pū,扑上去,pū shàng qù,กระโจนเข้าไป,小兔子看见萝卜一下子就扑上去了,xiǎo tù zi kàn jiàn luó bo yī xià zi jiù pū shàng qù le,กระต่ายน้อยเห็นหัวไชเท้าก็พุ่งเข้าใส่ทันที
762,啦,lā,啦啦队,lā lā duì,ทีมเชียร์,啦啦队队员手拉手唱着歌,la la duì duì yuán shǒu lā shǒu chàng zhe gē,สมาชิกเชียร์ลีดเดอร์จับมือกันร้องเพลง
763,格,gé,格子,gé zi,ลายตาราง,那件红白格子的大衣真好看,nà jiàn hóng bái gé zi de dà yī zhēn hǎo kàn,เสื้อโค้ตลายตารางสีแดงขาวตัวนั้นสวยจริง ๆ
764,拔,bá,拔萝卜,bá luó bo,ถอนหัวไชเท้า,今天老师要带大家去菜园里拔萝卜,jīn tiān lǎo shī yào dài dà jiā qù cài yuán lǐ bá luó bo,วันนี้ครูจะพาทุกคนไปถอนหัวไชเท้าที่แปลงผัก
765,练,liàn,练习,liàn xí,ฝึกฝน,一个小女孩正在练习骑自行车,yí gè xiǎo nǚ hái zhèng zài liàn xí qí zì xíng chē,เด็กผู้หญิงคนหนึ่งกำลังฝึกขี่จักรยาน
766,选,xuǎn,选手,xuǎn shǒu,ผู้เข้าแข่งขัน,这名长跑选手在比赛中得了第一名,zhè míng cháng pǎo xuǎn shǒu zài bǐ sài zhōng dé le dì yì míng,นักวิ่งระยะยาวคนนี้ได้ที่หนึ่งในการแข่งขัน
767,骄,jiāo,骄傲,jiāo ào,ความหยิ่งผยอง,我们不能因为得了第一名就骄傲,wǒ men bù néng yīn wèi dé le dì yì míng jiù jiāo ào,เราไม่ควรหยิ่งผยองเพียงเพราะได้ที่หนึ่ง
768,傲,ào,骄傲,jiāo ào,ความหยิ่งผยอง,虚心使人进步，骄傲使人落后,"xū xīn shǐ rén jìn bù, jiāo ào shǐ rén luò hòu",ความถ่อมตนทำให้คนก้าวหน้า ความหยิ่งยโสทำให้คนถดถอย
769,共,gòng,共同,gòng tóng,ร่วมกัน,大自然是我们每个人共同的家,dà zì rán shì wǒ men měi gè rén gòng tóng de jiā,ธรรมชาติคือบ้านร่วมกันของพวกเราทุกคน
770,第,dì,第一,dì yī,อันดับหนึ่ง,弟弟得了第一名，开心地笑了,"dì di dé le dì yì míng, kāi xīn dì xiào le",น้องชายได้ที่หนึ่งและยิ้มอย่างมีความสุข
771,仔,zǐ,仔细,zǐ xì,ละเอียด รอบคอบ,这个医生给病人看病时很仔细,zhè ge yī shēng gěi bìng rén kàn bìng shí hěn zǐ xì,หมอคนนี้ตรวจรักษาคนไข้ได้อย่างละเอียดมาก
772,细,xì,粗细,cū xì,ความหยาบ–ความละเอียด,这两支毛笔长短一样，粗细不同,"zhè liǎng zhī máo bǐ cháng duǎn yī yàng, cū xì bù tóng",พู่กันสองด้ามนี้ยาวเท่ากัน แต่ความหนาไม่เท่ากัน
773,夸,kuā,夸奖,kuā jiǎng,ชมเชย,听到老师的夸奖，我心里甜甜的,"tīng dào lǎo shī de kuā jiǎng, wǒ xīn lǐ tián tián de",เมื่อได้ยินคำชมจากครู ใจฉันก็หวานชื่น
774,掉,diào,拿掉,ná diào,หยิบออก เอาออก,我帮爸爸拿掉了落在他头上的树叶,wǒ bāng bà bà ná diào le luò zài tā tóu shàng de shù yè,ฉันช่วยพ่อเอาใบไม้ที่ตกบนศีรษะออก
775,毛,máo,毛笔,máo bǐ,พู่กันจีน,这支毛笔的笔头是用山羊毛做的,zhè zhī máo bǐ de bǐ tóu shì yòng shān yáng máo zuò de,ปลายพู่กันด้ามนี้ทำจากขนแพะ
776,旁,páng,旁边,páng biān,ข้างๆ,方桌旁边立着一把椅子,fāng zhuō páng biān lì zhe yī bǎ yǐ zi,ข้างโต๊ะสี่เหลี่ยมมีเก้าอี้ตัวหนึ่งตั้งอยู่
777,束,shù,花束,huā shù,ช่อดอกไม้,小女孩用彩纸把花束包了起来,xiǎo nǚ hái yòng cǎi zhǐ bǎ huā shù bāo le qǐ lái,เด็กผู้หญิงใช้กระดาษสีห่อช่อดอกไม้
778,脱,tuō,脱衣服,tuō yī fú,ถอดเสื้อผ้า,小宝宝学会自己脱衣服了,xiǎo bǎo bǎo xué huì zì jǐ tuō yī fú le,เด็กน้อยเรียนรู้ที่จะถอดเสื้อผ้าเองได้แล้ว
779,及,jí,及时,jí shí,ทันเวลา,工作人员及时赶到了事故现场,gōng zuò rén yuán jí shí gǎn dào le shì gù xiàn chǎng,เจ้าหน้าที่รีบไปถึงที่เกิดเหตุได้ทันเวลา
780,功,gōng,成功,chéng gōng,ความสำเร็จ,机遇有时是事业成功的重要条件,jī yù yǒu shí shì shì yè chéng gōng de zhòng yào tiáo jiàn,โอกาสบางครั้งเป็นเงื่อนไขสำคัญของความสำเร็จในอาชีพ
781,舰,jiàn,军舰,jūn jiàn,เรือรบ,军舰正迎着大海的风浪前进,jūn jiàn zhèng yíng zhe dà hǎi de fēng làng qián jìn,เรือรบกำลังฝ่าคลื่นลมทะเลไปข้างหน้า
782,招,zhāo,招待,zhāo dài,ต้อนรับ,客人来到家里，我们要好好招待,"kè rén lái dào jiā lǐ, wǒ men yào hǎo hǎo zhāo dài",เมื่อแขกมาบ้าน เราควรต้อนรับอย่างดี
783,岸,àn,岸边,àn biān,ริมฝั่ง,河岸边是一片绿绿的草地,hé àn biān shì yī piàn lǜ lǜ de cǎo dì,ริมฝั่งแม่น้ำเป็นทุ่งหญ้าเขียวขจี
784,冻,dòng,冷冻,lěng dòng,แช่แข็ง,没吃完的肉一定要冷冻起来,méi chī wán de ròu yí dìng yào lěng dòng qǐ lái,เนื้อที่กินไม่หมดต้องแช่แข็งไว้
785,沉,chén,沉船,chén chuán,เรือจม,那艘沉船过了好几天才被发现,nà sōu chén chuán guò le hǎo jǐ tiān cái bèi fā xiàn,เรือที่จมลำนั้นถูกพบหลังจากผ่านไปหลายวัน
786,倒,dǎo,倒下,dǎo xià,ล้มลง,爸爸忙了一天，倒下头就睡了,"bà bà máng le yī tiān, dǎo xià tóu jiù shuì le",พ่อทำงานมาทั้งวัน พอเอนหัวก็หลับทันที
787,候,hòu,等候,děng hòu,รอคอย,小猫在家里静静地等候着主人,xiǎo māo zài jiā lǐ jìng jìng dì děng hòu zhe zhǔ rén,ลูกแมวนั่งรอเจ้าของอย่างเงียบ ๆ อยู่ในบ้าน
788,且,qiě,而且,ér qiě,และยัง,他喜欢画画，而且画得很好,"tā xǐ huān huà huà, ér qiě huà dé hěn hǎo",เขาชอบวาดรูป และวาดได้ดีมาก
789,另,lìng,另一个,lìng yí gè,อีกอันหนึ่ง,我用这个手机，你用另一个吧,"wǒ yòng zhè ge shǒu jī, nǐ yòng lìng yí gè ba",ฉันใช้โทรศัพท์เครื่องนี้ คุณใช้อีกเครื่องหนึ่งเถอะ
790,捡,jiǎn,捡起,jiǎn qǐ,หยิบขึ้น,她在海边捡起了一个美丽的贝壳,tā zài hǎi biān jiǎn qǐ le yí gè měi lì de bèi ké,เธอเก็บเปลือกหอยสวยงามจากชายหาดขึ้นมา
791,即,jí,立即,lì jí,ทันที,将军一下令，士兵们立即发起了进攻,"jiāng jūn yī xià lìng, shì bīng men lì jí fā qǐ le jìn gōng",ทันทีที่แม่ทัพออกคำสั่ง ทหารก็เปิดการโจมตีทันที
792,静,jìng,安静,ān jìng,เงียบสงบ,安静的夜晚，月光静静地洒在大地上,"ān jìng de yè wǎn, yuè guāng jìng jìng dì sǎ zài dà dì shàng",ค่ำคืนอันเงียบสงบ แสงจันทร์สาดส่องลงบนผืนดินอย่างนุ่มนวล
793,题,tí,问题,wèn tí,ปัญหา,小孩子总是爱问大人一连串问题,xiǎo hái zi zǒng shì ài wèn dà rén yī lián chuàn wèn tí,เด็ก ๆ มักชอบถามผู้ใหญ่เป็นชุดไม่หยุด
794,法,fǎ,办法,bàn fǎ,วิธีการ,用心想想，就一定会有好办法,"yòng xīn xiǎng xiǎng, jiù yí dìng huì yǒu hǎo bàn fǎ",คิดให้รอบคอบ ก็ต้องมีวิธีที่ดีแน่นอน
795,所,suǒ,诊所,zhěn suǒ,คลินิก,这家诊所的医生医术非常高明,zhè jiā zhěn suǒ de yī shēng yī shù fēi cháng gāo míng,แพทย์ของคลินิกนี้มีฝีมือการรักษาสูงมาก
796,难,nán,困难,kùn nán,ความยากลำบาก,为了梦想，再大的困难我也不怕,"wèi le mèng xiǎng, zài dà de kùn nán wǒ yě bù pà",เพื่อความฝัน ต่อให้ยากลำบากแค่ไหนฉันก็ไม่กลัว
797,深,shēn,深色,shēn sè,สีเข้ม,冬天，人们常常穿深色的衣服,"dōng tiān, rén men cháng cháng chuān shēn sè de yī fú",ฤดูหนาว ผู้คนมักสวมเสื้อผ้าสีเข้ม
798,些,xiē,一些,yì xiē,บางส่วน,那儿有一些人，不知道在做什么,"nà ér yǒu yī xiē rén, bù zhī dào zài zuò shén me",ตรงนั้นมีคนอยู่กลุ่มหนึ่ง ไม่รู้ว่ากำลังทำอะไร
799,淋,lín,淋雨,lín yǔ,เปียกฝน,雨下得这么大，不要在外面淋雨,"yǔ xià dé zhè me dà, bú yào zài wài miàn lín yǔ",ฝนตกหนักขนาดนี้ อย่าออกไปตากฝนข้างนอก
800,积,jī,积木,jī mù,บล็อกไม้,家里有很多积木，不用再买了,"jiā lǐ yǒu hěn duō jī mù, bù yòng zài mǎi le",ที่บ้านมีบล็อกตัวต่อมากมาย ไม่ต้องซื้อเพิ่มแล้ว
